Site code,Date,Alkalinity Total,Ammoniacal nitrogen,Biochemical oxygen demand 5day,Black disc transparency,Conductivity @ 20'C,Dissolved Oxygen,Dissolved Oxygen Saturation %,Dissolved reactive phosphorus,E.coli bacteria,Enterococci bacteria,Faecal Coliforms,Flow,Nitrate nitrogen,pH,Suspended solids,Temperature,Total nitrogen,Total phosphorus,Turbidity,Adj Absorbance 340,Adj Absorbance 440,,Absorbance @ 340nm Filtered,Absorbance @ 440nm Filtered,Absorbance @ 770nm Filtered
MKW000300,11 Feb 2015,32,0.005,0.25,3.32,8.9,10.1,98,0.042,270,400,280,1.082,0.039,7.6,2,14.2,0.12,0.045,0.6,0.017,0.004,,,,
MRK000420,11 Feb 2015,59,0.005,0.8,1.68,17.4,9.9,96,0.012,830,1300,870,0.476,0.408,7.6,1,14.8,0.51,0.025,1.4,0.032,0.007,,,,
PAT000200,11 Feb 2015,29,0.004,0.25,5.74,7.3,10.2,98,0.039,27,82,27,0.138,0.009,7.6,1,11.1,0.06,0.044,0.45,0.016,0.004,,,,
PAT000360,11 Feb 2015,37,0.018,1,2.47,11.1,10.9,115,0.079,300,260,300,0.821,0.691,8.1,1,17.1,0.83,0.286,1.3,0.031,0.007,,,,
PNH000200,11 Feb 2015,25,0.004,0.25,2.99,8.8,10.4,103,0.039,85,48,86,0.292,0.009,7.7,1,13.7,0.025,0.044,1.2,0.027,0.005,,,,
PNH000900,11 Feb 2015,38,0.018,1.1,2.32,15.1,10.1,100,0.08,850,2600,850,0.419,0.457,7.6,3,15.5,0.54,0.1,1.6,0.041,0.008,,,,
STY000300,11 Feb 2015,49,0.0015,0.25,6.81,11.8,10.4,101,0.029,7,13,8,2.544,0.009,7.9,1,13.3,0.025,0.03,0.45,0.006,0.001,,,,
WGG000500,11 Feb 2015,43,0.012,0.25,2,12.4,10.2,105,0.064,280,260,280,0.409,0.582,7.9,1,16.1,0.74,0.084,1.2,0.028,0.006,,,,
WGG000900,11 Feb 2015,60,0.034,1.2,1.74,20,10.4,108,0.073,150,280,160,1.299,0.921,7.8,5,17.8,1.16,0.101,1.6,0.04,0.008,,,,
WKH000500,11 Feb 2015,62,0.006,0.25,3.96,14.9,10.9,104,0.04,200,160,200,2.457,0.029,8,1,13.1,0.09,0.048,0.6,0.012,0.003,,,,
MGH000950,11 Mar 2015,36,0.008,1,1.43,11.3,9.5,101,0.005,170,240,180,2.616,0.089,7.9,2,17.9,0.26,0.02,2.1,0.077,0.015,,,,
MKW000300,11 Mar 2015,30,0.008,0.6,2.99,8.9,9.6,97,0.04,200,520,200,1.194,0.149,7.7,1,14.3,0.25,0.059,0.65,0.019,0.004,,,,
MRK000420,11 Mar 2015,66,0.028,0.8,1.85,19.7,9.3,94,0.019,910,1200,960,0.336,0.695,7.7,1,15.4,0.87,0.032,1.4,0.036,0.007,,,,
PAT000200,11 Mar 2015,24,0.004,0.25,4.31,6.8,10.4,100,0.025,210,33,210,0.156,0.019,7.7,1,11,0.025,0.029,0.6,0.017,0.004,,,,
PAT000360,11 Mar 2015,32,0.024,1.3,2.25,10.6,10.3,107,0.066,600,2000,660,0.893,0.518,8,1,15.9,0.69,0.096,1.2,0.033,0.007,,,,
PNH000200,11 Mar 2015,22,0.006,1.2,1.58,9.6,10.1,103,0.031,810,360,810,0.274,0.029,7.8,2,14.6,0.24,0.044,1.8,0.026,0.006,,,,
PNH000900,11 Mar 2015,35,0.026,0.8,2.1,14.9,9.5,99,0.058,740,2700,800,0.394,0.376,7.7,1,17.7,0.49,0.081,1.2,0.043,0.009,,,,
STY000300,11 Mar 2015,45,0.0015,0.25,5.83,11.3,10.4,101,0.021,9,12,9,2.507,0.019,8,1,13.2,0.025,0.028,0.6,0.006,0.001,,,,
WGG000500,11 Mar 2015,36,0.006,0.8,2.3,10.9,10,103,0.032,370,440,380,0.446,0.458,7.8,1,15.7,0.56,0.05,0.85,0.028,0.006,,,,
WGG000900,11 Mar 2015,41,0.043,1.2,2.13,16.4,9.6,101,0.072,300,400,300,1.362,0.917,7.7,2,17.9,1.37,0.106,1,0.053,0.011,,,,
WKH000500,11 Mar 2015,62,0.004,0.25,3.26,14.8,10.4,101,0.034,280,190,280,2.19,0.049,8,1,13.4,0.07,0.043,0.6,0.014,0.003,,,,
MGH000950,08 Apr 2015,62,0.006,0.6,1.5,14.8,9.6,100,0.004,660,970,660,1.937,0.009,7.6,2,17.1,0.12,0.008,2.4,0.049,0.01,,,,
MKW000300,08 Apr 2015,30,0.022,0.25,1.41,9,9.5,98,0.045,5700,5300,5700,1.89,0.196,7.5,3,16.1,0.32,0.058,1.1,0.025,0.006,,,,
MRK000420,08 Apr 2015,57,0.058,1.3,1.04,18,9,95,0.016,13000,17000,13000,0.799,0.852,7.5,5,17.6,1.16,0.034,2.5,0.037,0.007,,,,
PAT000200,08 Apr 2015,22,0.0015,0.7,1,6.4,9.9,100,0.024,260,300,260,0.797,0.019,7.4,4,12.6,0.11,0.038,1.9,0.045,0.011,,,,
PAT000360,08 Apr 2015,33,0.055,2.9,1.1,10.6,9.5,100,0.075,2500,9700,2500,1.673,0.738,7.4,6,16.8,1.28,0.138,2.5,0.044,0.011,,,,
PNH000200,08 Apr 2015,24,0.004,0.5,1.34,9.6,9.8,103,0.03,430,690,430,0.356,0.009,7.6,3,16.4,0.08,0.039,2.7,0.027,0.006,,,,
PNH000900,08 Apr 2015,37,0.024,1.3,1.38,15.6,9.2,97,0.082,2200,14000,2200,0.455,0.504,7.5,2,18.2,0.81,0.11,2,0.051,0.011,,,,
STY000300,08 Apr 2015,11,0.0015,1.8,0.17,3.3,10.1,101,0.006,700,870,830,55,0.009,7.2,88,14.3,0.22,0.07,32,0.069,0.015,,,,
WGG000500,08 Apr 2015,40,0.012,0.8,1.79,11.6,9.5,100,0.043,720,2200,740,0.497,0.517,7.5,1,17,0.74,0.058,1.4,0.031,0.008,,,,
WGG000900,08 Apr 2015,53,0.101,1.6,0.52,19,8.7,92,0.096,4800,5900,4800,1.677,1.032,7.5,9,18,1.64,0.15,4.6,0.049,0.011,,,,
WKH000500,08 Apr 2015,20,0.03,5,0.57,6.4,10,101,0.026,27000,33000,27000,78.597,0.196,7.4,71,14.8,0.82,0.102,15,0.084,0.019,,,,
MGH000950,13 May 2015,9,0.029,1.1,0.11,5.8,9.4,90,0.008,2400,990,2500,72.339,0.427,6.8,150,12.7,0.9,0.206,55,0.075,0.016,,,,
MKW000300,13 May 2015,20,0.048,0.5,1.63,7.7,10.6,100,0.027,520,280,520,5.334,0.795,7.1,3,11.5,0.96,0.044,1.2,0.036,0.008,,,,
MRK000420,13 May 2015,25,0.028,0.8,1.02,11.7,10.3,99,0.012,1400,1600,1400,5.23,1.244,7.1,1,13.3,1.31,0.049,2.8,0.029,0.006,,,,
PAT000200,13 May 2015,10,0.004,0.25,3.92,3.9,10.8,100,0.009,16,6,16,0.562,0.049,7,1,9.4,0.1,0.014,0.55,0.038,0.008,,,,
PAT000360,13 May 2015,21,0.116,0.9,1.4,9.4,10.3,100,0.026,1100,450,1200,14.736,1.37,7.2,4,12.8,1.72,0.052,1.8,0.02,0.005,,,,
PNH000200,13 May 2015,12,0.02,0.25,1.98,8.9,10.6,101,0.012,40,28,40,0.988,0.198,7,15,11.5,0.3,0.022,1.6,0.06,0.013,,,,
PNH000900,13 May 2015,21,0.07,1.8,1.27,18.5,10.6,100,0.042,870,760,870,2.984,3.404,7.1,5,12.6,3.56,0.078,2.2,0.048,0.01,,,,
STY000300,13 May 2015,25,0.0015,0.25,0.22,7.2,10.9,101,0.016,2,4,2,4.485,0.059,7.3,51,10.8,0.1,0.09,18,0.019,0.006,,,,
WGG000500,13 May 2015,22,0.066,1.4,1.02,9.9,10.5,100,0.03,480,850,480,7.34,1.62,7.2,11,11.9,1.97,0.076,2.7,0.022,0.005,,,,
WGG000900,13 May 2015,22,0.114,2.2,0.58,13.1,10.3,97,0.042,700,1200,700,24.723,1.873,7.2,18,12.3,2.2,0.129,5.3,0.032,0.008,,,,
WKH000500,13 May 2015,24,0.027,0.25,2.74,8.4,10.7,100,0.022,310,420,310,10.473,0.368,7.3,1,11.5,0.4,0.025,0.8,0.024,0.005,,,,
MGH000950,10 Jun 2015,31,0.016,0.25,0.9,9.3,10.8,100,0.0015,200,66,200,11.249,0.268,7.5,8,11.6,0.32,0.013,4.4,0.04,0.008,,,,
MKW000300,10 Jun 2015,27,0.0015,0.25,2.37,9.2,10.5,98,0.021,200,92,200,2.294,0.508,7.6,4,11,0.5,0.024,1.2,0.012,0.002,,,,
MRK000420,10 Jun 2015,34,0.034,0.25,1.56,13.7,10.4,99,0.012,750,1700,780,1.942,1.037,7.5,3,13,1.22,0.018,1.5,0.02,0.004,,,,
PAT000200,10 Jun 2015,15,0.039,0.25,1.16,5.9,10.9,99,0.022,440,98,440,0.45,0.129,7.5,5,8.8,0.25,0.043,2,0.022,0.005,,,,
PAT000360,10 Jun 2015,24,0.098,0.6,2.08,9.9,10.8,103,0.024,78,35,78,4.665,1.107,7.6,2,12.1,1.28,0.034,1.9,0.015,0.003,,,,
PNH000200,10 Jun 2015,17,0.052,0.25,1.76,9.4,10.9,102,0.016,16,12,16,0.588,0.099,7.6,2,11.1,0.15,0.022,3.3,0.031,0.007,,,,
PNH000900,10 Jun 2015,30,0.041,1,1.48,21.2,10.6,100,0.028,230,120,250,1.597,3.02,7.6,4,13.1,3.35,0.05,2.6,0.026,0.005,,,,
STY000300,10 Jun 2015,32,0.006,0.25,2.72,8.8,11,101,0.013,4,4,4,6.509,0.049,7.6,7,10.5,0.025,0.02,1.3,0.009,0.002,,,,
WGG000500,10 Jun 2015,27,0.042,0.8,1.56,11.8,10.9,102,0.019,150,54,150,3.24,1.815,7.7,5,11.7,2.06,0.033,1.8,0.013,0.003,,,,
WGG000900,10 Jun 2015,32,0.066,1.8,1,16.1,10.8,100,0.054,120,69,120,10.194,2.277,7.7,11,11.8,2.75,0.084,3.1,0.02,0.004,,,,
WKH000500,10 Jun 2015,47,0.0015,0.25,3.58,12.9,11,102,0.021,300,28,300,4.546,0.199,7.9,1,11.1,0.19,0.024,0.65,0.011,0.002,,,,
MGH000950,08 Jul 2015,23,0.021,1.4,0.04,7.6,10.8,97,0.008,1700,1900,1700,21.704,0.156,7.3,460,9.7,1.43,0.441,390,0.065,0.016,,,,
MKW000300,08 Jul 2015,24,0.017,0.25,2.39,8,10.5,100,0.027,200,46,200,2.47,0.408,7.5,3,7.9,0.5,0.036,1.6,0.022,0.004,,,,
MRK000420,08 Jul 2015,35,0.026,0.25,2.66,13.7,11.1,99,0.01,500,270,500,1.931,1.116,7.5,5,9.6,1.46,0.028,2.7,0.023,0.004,,,,
PAT000200,08 Jul 2015,18,0.0015,0.25,5.78,5.9,11.7,101,0.018,11,1,11,0.267,0.039,7.4,1,6,0.025,0.027,0.46,0.014,0.002,,,,
PAT000360,08 Jul 2015,26,0.072,0.5,2.86,9.6,11.6,103,0.026,100,31,100,3.696,0.929,7.6,1,8.7,1.44,0.043,1.7,0.014,0.002,,,,
PNH000200,08 Jul 2015,15,0.034,0.25,1.45,8.7,11.8,101,0.014,90,17,90,0.94,0.108,7.3,4,7.2,0.28,0.032,4.3,0.041,0.008,,,,
PNH000900,08 Jul 2015,28,0.078,1.1,0.93,20,11.5,100,0.028,340,190,340,2.573,2.984,7.4,10,9,3.13,0.054,4.8,0.033,0.006,,,,
STY000300,08 Jul 2015,28,0.004,0.25,0.71,7.9,11.9,101,0.018,12,5,12,5.74,0.049,7.6,24,7.3,0.05,0.029,11,0.01,0.002,,,,
WGG000500,08 Jul 2015,29,0.011,0.5,1.95,11.4,11.5,102,0.019,140,37,140,2.277,1.675,7.6,3,8.9,1.98,0.04,2.1,0.013,0.002,,,,
WGG000900,08 Jul 2015,36,0.104,2.1,1.04,18.2,11.2,100,0.05,280,290,280,9.47,2.576,7.6,8,10.1,3.62,0.086,4.5,0.025,0.004,,,,
WKH000500,08 Jul 2015,32,0.009,0.25,3.14,9.2,11.8,101,0.02,96,46,96,6.178,0.169,7.6,4,7.7,0.2,0.027,0.53,0.021,0.004,,,,
WNR000450,09 Jul 2015,36,0.021,1.3,,14.5,11.2,94,0.019,830,510,830,14.157,0.343,7.3,980,7.9,1.62,0.709,760,0.112,0.026,,,,
WTR000540,09 Jul 2015,15,0.027,0.7,0.07,7,11,96,0.01,930,160,930,38.519,0.207,7.3,320,8.6,0.64,0.021,300,0.074,0.017,,,,
MGH000950,12 Aug 2015,29,0.043,0.25,0.25,8.6,11.7,100,0.0015,140,32,150,14.88,0.339,7,37,8,0.49,0.072,30,0.031,0.005,,,,
MKW000300,12 Aug 2015,25,0.011,0.25,3.7,8.7,12.2,101,0.016,140,12,140,2.819,0.629,6.9,1,6.9,0.68,0.025,0.76,0.012,0.002,,,,
MRK000420,12 Aug 2015,29,0.024,0.25,2.32,12.8,11.6,100,0.004,440,37,440,2.906,1.437,7,4,9.1,1.5,0.023,2.4,0.017,0.004,,,,
PAT000200,12 Aug 2015,17,0.0015,0.25,10.14,5.8,12.1,102,0.013,1,1,1,0.231,0.039,7.3,1,5.6,0.025,0.016,0.42,0.013,0.002,,,,
PAT000360,12 Aug 2015,24,0.055,0.25,2.56,9.7,11.6,103,0.015,210,85,220,6.402,1.323,6.9,2,9.2,1.4,0.028,1.6,0.014,0.002,,,,
PNH000200,12 Aug 2015,17,0.019,0.25,2.07,9,12.1,102,0.012,8,3,8,0.514,0.149,7.2,1,7,0.17,0.028,3,0.03,0.006,,,,
PNH000900,12 Aug 2015,34,0.106,0.25,1.81,22.9,11.9,101,0.025,360,37,380,1.818,3.787,7.2,3,8.5,4.3,0.054,3,0.029,0.005,,,,
STY000300,12 Aug 2015,38,0.0015,0.25,1.01,9.9,12.3,102,0.02,1,1,1,4.251,0.059,7.4,14,6.8,0.08,0.079,7.7,0.013,0.003,,,,
WGG000500,12 Aug 2015,28,0.014,0.25,1.3,11.6,11.6,103,0.013,66,12,68,4.101,2.206,7.4,5,9.4,2.28,0.045,3.3,0.013,0.002,,,,
WGG000900,12 Aug 2015,33,0.078,0.8,0.99,16.7,11.7,102,0.028,100,23,100,17.096,2.885,7.3,10,9.3,3.31,0.079,5.9,0.021,0.004,,,,
WKH000500,12 Aug 2015,44,0.004,0.25,5.65,11.5,12.7,103,0.018,160,15,160,4.627,0.219,7.4,1,5.9,0.22,0.033,0.48,0.006,0.001,,,,
WNR000450,13 Aug 2015,43,0.021,0.6,,15.9,11.8,97,0.009,130,17,140,11.352,0.476,7.1,150,7.3,0.73,0.279,100,0.05,0.01,,,,
WTR000540,13 Aug 2015,19,0.018,0.25,0.29,7.9,11.8,99,0.0015,43,24,43,28.909,0.468,7.2,25,7.8,0.56,0.055,22,0.025,0.005,,,,
MGH000950,09 Sep 2015,34,0.022,0.25,0.32,9.3,10.8,99,0.003,110,13,110,9.847,0.248,7.6,19,11.2,2.72,0.04,17,0.035,0.006,,,,
MKW000300,09 Sep 2015,26,0.007,0.25,3.94,8.8,11.7,101,0.018,380,190,380,2.484,0.498,7.6,1,8.5,0.56,0.025,0.8,0.012,0.002,,,,
MRK000420,09 Sep 2015,32,0.026,0.25,2.5,13.5,11.1,101,0.006,680,120,680,1.995,1.276,7.5,2,11,1.3,0.018,1.5,0.02,0.003,,,,
PAT000200,09 Sep 2015,18,0.0015,0.25,5.57,6,11.7,101,0.016,1,1,1,0.219,0.019,7.5,1,6.8,0.025,0.017,0.58,0.011,0.002,,,,
PAT000360,09 Sep 2015,25,0.028,0.25,2.76,9.6,11.3,105,0.017,26,8,26,4.941,1.211,7.7,1,11,1.31,0.026,1.7,0.013,0.002,,,,
PNH000200,09 Sep 2015,21,0.013,0.25,2.36,8.6,11.2,101,0.016,11,1,11,0.503,0.069,7.5,1,9.8,0.14,0.024,2.8,0.032,0.007,,,,
PNH000900,09 Sep 2015,34,0.064,0.25,2.11,19.6,11.1,101,0.032,450,54,450,1.321,2.48,7.6,2,11.1,2.87,0.048,2,0.028,0.005,,,,
STY000300,09 Sep 2015,37,0.0015,0.25,6.03,9.5,11.5,101,0.019,1,1,3,4.379,0.039,7.7,1,9.2,0.07,0.022,0.84,0.007,0.001,,,,
WGG000500,09 Sep 2015,28,0.013,0.25,2.06,11.5,11.3,104,0.015,40,4,40,2.977,1.854,7.7,4,11,2.1,0.029,2,0.012,0.002,,,,
WGG000900,09 Sep 2015,36,0.032,1.1,1.52,16.4,11.1,103,0.028,110,23,110,10.879,2.682,7.7,6,11.7,3.04,0.065,2.1,0.019,0.003,,,,
WKH000500,09 Sep 2015,44,0.004,0.25,4.77,11.5,11.9,104,0.02,100,21,100,4.042,0.148,7.8,1,8.8,0.18,0.026,0.44,0.01,0.002,,,,
WNR000450,10 Sep 2015,54,0.023,0.9,,17.7,10.7,96,0.014,310,35,320,7.204,0.485,7.4,47,10.3,0.54,0.074,36,0.061,0.011,,,,
WTR000540,10 Sep 2015,27,0.013,0.6,0.63,8.4,10.7,99,0.004,80,17,84,24.113,0.358,7.4,8,10.9,0.43,0.022,11,0.03,0.006,,,,
MGH000950,14 Oct 2015,46,0.017,0.25,0.46,11.3,10.4,103,0.005,240,98,240,8.202,0.108,7.9,10,14.5,0.25,0.023,13,0.049,0.01,,,,
MKW000300,14 Oct 2015,28,0.013,0.6,2.02,8.3,10.9,100,0.029,3400,560,3400,2.157,0.217,7.7,1,10.9,0.34,0.042,1.3,0.018,0.004,,,,
MRK000420,14 Oct 2015,53,0.049,1.6,1.19,17.1,10.5,99,0.01,9200,6800,9200,0.969,0.842,7.8,2,12.9,1.1,0.024,2.8,0.027,0.006,,,,
PAT000200,14 Oct 2015,25,0.005,0.25,4.8,6.9,11.1,102,0.024,120,4,120,0.154,0.009,7.6,1,9.4,0.12,0.027,1,0.012,0.002,,,,
PAT000360,14 Oct 2015,30,0.028,0.9,1.94,9.9,11.8,116,0.036,92,110,92,1.948,0.894,8.6,1,13.6,1.01,0.054,1.7,0.018,0.004,,,,
PNH000200,14 Oct 2015,16,0.004,0.25,1.53,7.3,11,102,0.018,88,19,88,0.54,0.009,7.6,1,10.7,0.12,0.021,1.9,0.048,0.012,,,,
PNH000900,14 Oct 2015,29,0.102,2,1.6,14.8,10.9,102,0.039,610,1000,610,1.245,1.276,7.6,3,12.4,1.79,0.072,4.7,0.039,0.008,,,,
STY000300,14 Oct 2015,26,0.003,0.25,2.03,7,11.4,102,0.014,9,4,9,6.569,0.009,7.7,2,9.7,0.07,0.018,2,0.02,0.004,,,,
WGG000500,14 Oct 2015,33,0.016,0.6,1.64,11.7,11.5,111,0.02,68,20,68,1.309,1.308,8.3,1,12.7,1.45,0.035,1.4,0.015,0.003,,,,
WGG000900,14 Oct 2015,44,0.034,0.9,1.33,18.9,10.9,105,0.029,220,70,220,5.128,2.436,7.9,3,13.7,2.66,0.056,3.1,0.024,0.005,,,,
WKH000500,14 Oct 2015,28,0.013,0.8,1.14,7.7,11.4,103,0.019,2500,1000,2500,5.63,0.058,7.8,3,10,0.25,0.037,1.7,0.045,0.01,,,,
WNR000450,15 Oct 2015,68,0.016,0.8,,19.7,10.1,96,0.012,280,50,280,6.819,0.336,7.7,26,13.5,0.55,0.065,24,0.059,0.011,,,,
WTR000540,15 Oct 2015,30,0.008,0.6,0.73,9,10.1,100,0.007,63,13,63,20.901,0.128,7.6,6,14.8,0.28,0.021,8.6,0.051,0.011,,,,
MGH000950,11 Nov 2015,48,0.012,0.6,1.58,11.3,9.7,105,0.007,60,20,60,4.4,0.078,8,2,18.3,0.2,0.015,3.3,0.053,0.01,,,,
MKW000300,11 Nov 2015,32,0.016,0.6,2.71,9,10,99,0.035,480,110,480,1.552,0.268,7.8,1,14.2,0.37,0.046,0.91,0.015,0.004,,,,
MRK000420,11 Nov 2015,46,0.015,0.7,2.63,15.3,10,100,0.016,1100,150,1100,0.776,0.826,7.8,1,14.9,0.97,0.026,1.5,0.025,0.005,,,,
PAT000200,11 Nov 2015,27,0.004,0.25,2.56,7.2,10.5,101,0.032,1,1,1,0.117,0.019,7.7,1,10.5,0.08,0.032,0.68,0.014,0.003,,,,
PAT000360,11 Nov 2015,34,0.031,1.4,1.64,10.4,11.1,118,0.062,48,17,48,1.082,0.807,8.5,1,17.1,1.11,0.086,1.9,0.024,0.006,,,,
PNH000200,11 Nov 2015,25,0.012,0.5,2.29,9.1,10.2,102,0.024,54,7,54,0.398,0.019,7.7,1,13.9,0.025,0.028,2,0.027,0.006,,,,
PNH000900,11 Nov 2015,38,0.058,2,1.88,17.9,10.1,100,0.07,560,110,560,0.754,1.216,7.8,1,14.9,1.76,0.095,1.9,0.033,0.007,,,,
STY000300,11 Nov 2015,45,0.003,0.2,4.96,11.3,10.6,102,0.026,20,3,20,3.009,0.029,8,1,12.2,0.07,0.027,0.37,0.006,0.001,,,,
WGG000500,11 Nov 2015,38,0.027,1.1,1.6,12,10.3,105,0.036,57,12,57,0.67,0.971,8,2,14.8,1.29,0.053,1.5,0.02,0.005,,,,
WGG000900,11 Nov 2015,51,0.04,1.1,1.32,20.1,10.2,105,0.051,84,37,84,2.607,1.994,8,3,16.7,2.72,0.072,2.7,0.032,0.006,,,,
WKH000500,11 Nov 2015,60,0.066,0.6,2.26,14.5,10.5,102,0.05,360,120,360,2.574,0.174,8.1,1,12.9,0.31,0.06,1.3,0.013,0.004,,,,
WNR000450,12 Nov 2015,68,0.026,1.1,,20.7,9.3,95,0.02,150,130,160,4.195,0.525,7.7,28,16.5,0.74,0.075,21,0.061,0.013,,,,
WTR000540,12 Nov 2015,33,0.011,0.8,1.14,8.9,9.4,100,0.007,46,13,68,11.38,0.158,7.7,4,18.2,0.26,0.02,5.3,0.041,0.009,,,,
MGH000950,09 Dec 2015,47,0.009,0.5,0.91,10.8,10,103,0.006,260,68,260,4.724,0.048,7.9,2,15.9,0.2,0.027,7.8,0.057,0.011,,,,
MKW000300,09 Dec 2015,31,0.005,0.25,3.72,8.9,10.5,100,0.031,410,780,410,1.576,0.169,7.7,1,12.2,0.22,0.049,0.9,0.015,0.003,,,,
MRK000420,09 Dec 2015,56,0.01,0.6,2.36,17.1,10.9,105,0.008,570,320,700,0.466,0.568,7.9,1,13.2,0.67,0.021,1,0.025,0.005,,,,
PAT000200,09 Dec 2015,27,0.009,0.25,3.21,7.4,10.4,100,0.028,60,16,60,0.194,0.009,7.6,1,10.5,0.14,0.036,0.58,0.014,0.003,,,,
PAT000360,09 Dec 2015,34,0.068,2,1.61,10.8,10.6,110,0.076,100,40,100,1.122,0.781,8.1,1,16.5,1.11,0.114,2.6,0.029,0.007,,,,
PNH000200,09 Dec 2015,26,0.01,0.6,2.29,9,10.2,100,0.028,56,4,88,0.327,0.009,7.7,1,12.8,0.1,0.05,3.8,0.023,0.005,,,,
PNH000900,09 Dec 2015,40,0.022,0.5,1.98,17.1,10.1,100,0.053,200,120,200,0.535,0.898,7.8,1,14.8,1.11,0.071,1.4,0.032,0.007,,,,
STY000300,09 Dec 2015,42,0.007,0.25,4.94,10.7,10.3,99,0.019,1,8,1,3.63,0.019,7.9,1,12.4,0.09,0.024,0.54,0.007,0.001,,,,
WGG000500,09 Dec 2015,39,0.016,0.7,2.09,11.9,10.4,105,0.036,190,21,190,0.471,0.686,8,2,14.4,0.85,0.055,1.4,0.021,0.005,,,,
WGG000900,09 Dec 2015,57,0.029,0.8,2.1,20.3,10.2,107,0.047,57,33,57,1.619,1.42,8,3,17.3,1.8,0.072,2.1,0.033,0.007,,,,
WKH000500,09 Dec 2015,55,0.011,0.25,3.52,13.6,10.7,102,0.03,62,38,62,2.74,0.059,8,1,12,0.11,0.038,0.52,0.011,0.003,,,,
WNR000450,10 Dec 2015,70,0.055,0.8,,20.7,9,94,0.016,310,80,340,3.17,0.414,7.7,15,17.6,0.72,0.059,14,0.062,0.012,,,,
WTR000540,10 Dec 2015,37,0.036,0.6,1.28,10.2,9.5,103,0.005,46,6,46,7.226,0.088,7.8,3,18.7,0.3,0.023,3.7,0.053,0.012,,,,
MGH000950,13 Jan 2016,47,0.01,0.5,1.06,11,9.3,105,0.005,84,98,84,3.335,0.028,8,5,20.8,0.17,0.018,4.3,0.077,0.015,,,,
MKW000300,13 Jan 2016,29,0.007,0.8,5.12,8.1,9.9,100,0.043,320,300,330,1.411,0.139,7.7,1,15.2,0.17,0.048,0.5,0.016,0.004,,,,
MRK000420,13 Jan 2016,62,0.017,0.7,2.86,17.7,9.6,101,0.018,670,610,670,0.287,0.437,7.9,1,17.3,0.46,0.031,0.77,0.024,0.006,,,,
PAT000200,13 Jan 2016,28,0.006,0.25,5.19,6.8,10.2,99,0.027,25,16,25,0.178,0.009,7.6,1,11.8,0.05,0.029,0.5,0.014,0.004,,,,
PAT000360,13 Jan 2016,32,0.047,1,2.06,10.1,9.9,106,0.073,370,120,370,1.235,0.632,8,1,17.1,0.67,0.096,1.3,0.031,0.007,,,,
PNH000200,13 Jan 2016,26,0.006,0.25,3.02,8.4,9.6,102,0.032,70,11,76,0.228,0.009,7.8,1,16.8,0.07,0.045,1.2,0.02,0.005,,,,
PNH000900,13 Jan 2016,39,0.032,0.9,2.32,14.8,9.4,99,0.065,700,1200,720,0.342,0.619,7.8,1,17.8,0.66,0.088,1.4,0.038,0.008,,,,
STY000300,13 Jan 2016,49,0.0015,0.25,7.15,10.8,10.5,106,0.024,4,5,4,2.939,0.029,8,1,14.4,0.025,0.024,0.44,0.007,0.001,,,,
WGG000500,13 Jan 2016,37,0.012,0.7,3.36,10.5,10.2,108,0.037,230,120,230,0.431,0.377,8.1,1,18.7,0.41,0.051,1.2,0.022,0.006,,,,
WGG000900,13 Jan 2016,50,0.028,1,2.22,17.7,9.8,108,0.057,120,72,130,1.201,1.11,8,1,19.6,1.34,0.084,1.3,0.045,0.01,,,,
WKH000500,13 Jan 2016,59,0.0015,0.25,4.68,13.5,10.5,105,0.036,1200,74,1200,2.599,0.069,8.2,1,14.5,0.08,0.04,0.36,0.01,0.003,,,,
WNR000450,14 Jan 2016,64,0.035,1.2,,19.4,8.4,90,0.019,490,390,520,2.742,0.425,7.6,32,18.6,0.63,0.1,40,0.087,0.018,,,,
WTR000540,14 Jan 2016,31,0.018,0.5,0.77,8.9,8.6,96,0.008,120,58,120,9.985,0.098,7.5,7,20.7,0.26,0.029,8.3,0.093,0.019,,,,
MGH000950,10 Feb 2016,64,0.0015,0.5,1.96,13.9,9,110,0.0015,34,72,34,2.353,0.009,8.2,1,24.9,0.025,0.014,1.8,0.05,0.011,,,,
MKW000300,10 Feb 2016,34,0.005,0.25,3.75,8.8,9.2,99,0.035,470,880,470,1.024,0.019,7.7,1,18,0.025,0.048,0.5,0.013,0.004,,,,
MRK000420,10 Feb 2016,90,0.011,0.9,2.1,23.8,8,88,0.0015,1100,920,1100,0.176,0.227,7.7,1,19.4,0.27,0.017,0.8,0.032,0.007,,,,
PAT000200,10 Feb 2016,31,0.0015,0.25,3.42,7.7,9.6,101,0.034,58,120,60,0.14,0.009,7.7,1,14.9,0.025,0.043,0.69,0.011,0.003,,,,
PAT000360,10 Feb 2016,42,0.006,1.1,2.29,10.7,10.2,120,0.06,54,160,57,1.363,0.37,8.7,1,22.3,0.41,0.094,1.4,0.028,0.008,,,,
PNH000200,10 Feb 2016,26,0.007,0.25,3.92,8.6,9.4,103,0.035,90,380,91,0.23,0.009,7.9,1,18.3,0.025,0.048,1.6,0.018,0.004,,,,
PNH000900,10 Feb 2016,41,0.006,0.7,3.65,14.3,9.1,101,0.054,730,3000,730,0.287,0.237,7.8,1,20.1,0.35,0.078,1.7,0.041,0.008,,,,
STY000300,10 Feb 2016,54,0.011,0.6,5.36,12.6,9.6,100,0.022,23,160,23,2.078,0.009,8,1,16.5,0.025,0.029,1.5,0.006,0.001,,,,
